Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,Month,Dates
81 F,73 F,79 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,11,2020-11-19
79 F,73 F,83 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,11,2020-11-19
91 F,79 F,66 %,ENE,9 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-19
79 F,70 F,74 %,E,6 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-19
90 F,79 F,70 %,ENE,9 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,11,2020-11-19
79 F,75 F,89 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-19
88 F,79 F,75 %,E,12 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy,11,2020-11-19
77 F,75 F,94 %,ENE,3 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-19
77 F,73 F,89 %,E,3 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-19
77 F,73 F,89 %,ESE,3 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-19
75 F,73 F,94 %,ENE,3 mph,0 mph,29.80 in,0.0 in,Light Drizzle,11,2020-11-19
79 F,75 F,89 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-19
79 F,75 F,89 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-19
79 F,75 F,89 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-19
79 F,75 F,89 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-19
79 F,75 F,89 %,ENE,3 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-19
79 F,75 F,89 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-19
77 F,75 F,94 %,E,5 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-19
79 F,75 F,89 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Mostly Cloudy,11,2020-11-19
81 F,77 F,89 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Mostly Cloudy,11,2020-11-19
81 F,79 F,94 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy,11,2020-11-19
82 F,79 F,89 %,ENE,6 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy,11,2020-11-19
84 F,79 F,84 %,ENE,6 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy,11,2020-11-19
86 F,79 F,79 %,ENE,9 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy,11,2020-11-19
86 F,79 F,79 %,E,9 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy,11,2020-11-19
86 F,79 F,79 %,E,12 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy,11,2020-11-19
88 F,79 F,75 %,E,9 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy,11,2020-11-19
88 F,79 F,75 %,E,12 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy,11,2020-11-19
90 F,79 F,70 %,E,12 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,11,2020-11-19
86 F,73 F,66 %,E,7 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-20
88 F,75 F,66 %,ENE,7 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-20
90 F,73 F,59 %,E,8 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-20
91 F,75 F,59 %,E,12 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-20
90 F,73 F,59 %,E,9 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-20
91 F,75 F,59 %,E,6 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-20
90 F,75 F,62 %,E,6 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-20
84 F,73 F,70 %,E,6 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-20
90 F,75 F,62 %,E,7 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-20
84 F,75 F,74 %,E,6 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-20
81 F,75 F,84 %,NE,5 mph,0 mph,29.86 in,0.0 in,Fair,11,2020-11-20
82 F,75 F,79 %,ENE,3 mph,0 mph,29.83 in,0.0 in,Fair,11,2020-11-20
81 F,75 F,84 %,ENE,5 mph,0 mph,29.83 in,0.0 in,Fair,11,2020-11-20
81 F,75 F,84 %,ENE,5 mph,0 mph,29.86 in,0.0 in,Fair,11,2020-11-20
81 F,75 F,84 %,ENE,5 mph,0 mph,29.86 in,0.0 in,Fair,11,2020-11-20
81 F,77 F,89 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,11,2020-11-20
81 F,77 F,89 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,11,2020-11-20
79 F,77 F,94 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,11,2020-11-20
79 F,77 F,94 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,11,2020-11-20
79 F,77 F,94 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fair,11,2020-11-20
91 F,77 F,63 %,E,7 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-20
82 F,75 F,79 %,E,6 mph,0 mph,29.83 in,0.0 in,Fair,11,2020-11-20
91 F,77 F,63 %,E,8 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,11,2020-11-20
90 F,75 F,62 %,ENE,9 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,11,2020-11-20
79 F,72 F,78 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fair,11,2020-11-20
90 F,77 F,66 %,ENE,8 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,11,2020-11-20
79 F,72 F,78 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fair,11,2020-11-20
79 F,70 F,74 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fair,11,2020-11-20
79 F,70 F,74 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fair,11,2020-11-20
79 F,70 F,74 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fair,11,2020-11-20
79 F,72 F,78 %,CALM,0 mph,0 mph,29.77 in,0.0 in,Fair,11,2020-11-20
77 F,75 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-20
77 F,75 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-20
77 F,75 F,94 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-20
77 F,75 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-20
77 F,75 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-20
77 F,73 F,89 %,CALM,0 mph,0 mph,29.77 in,0.0 in,Fair,11,2020-11-20
77 F,75 F,94 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-20
77 F,75 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-20
90 F,77 F,66 %,E,6 mph,0 mph,29.89 in,0.0 in,Haze,11,2020-11-20
88 F,77 F,70 %,NE,3 mph,0 mph,29.89 in,0.0 in,Haze,11,2020-11-20
86 F,77 F,74 %,NE,5 mph,0 mph,29.89 in,0.0 in,Fog,11,2020-11-20
86 F,79 F,79 %,NE,5 mph,0 mph,29.89 in,0.0 in,Fog,11,2020-11-20
90 F,77 F,66 %,E,6 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,11,2020-11-20
82 F,79 F,89 %,N,3 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-20
81 F,79 F,94 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-20
79 F,75 F,89 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-20
84 F,79 F,84 %,NNE,3 mph,0 mph,29.89 in,0.0 in,Fog,11,2020-11-20
84 F,68 F,58 %,NE,5 mph,0 mph,29.80 in,0.0 in,Fair,11,2020-11-21
91 F,68 F,46 %,ENE,8 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-21
91 F,68 F,46 %,ENE,9 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-21
91 F,68 F,46 %,ENE,9 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-21
90 F,68 F,49 %,ENE,8 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,11,2020-11-21
90 F,68 F,49 %,ENE,9 mph,0 mph,29.77 in,0.0 in,Fair,11,2020-11-21
90 F,68 F,49 %,ENE,8 mph,0 mph,29.77 in,0.0 in,Fair,11,2020-11-21
88 F,66 F,49 %,ENE,8 mph,0 mph,29.77 in,0.0 in,Fair,11,2020-11-21
88 F,66 F,49 %,ENE,7 mph,0 mph,29.77 in,0.0 in,Fair,11,2020-11-21
86 F,66 F,51 %,NE,6 mph,0 mph,29.80 in,0.0 in,Fair,11,2020-11-21
82 F,70 F,66 %,NE,5 mph,0 mph,29.80 in,0.0 in,Fair,11,2020-11-21
91 F,68 F,46 %,ENE,10 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,11,2020-11-21
81 F,72 F,74 %,NE,3 mph,0 mph,29.83 in,0.0 in,Fair,11,2020-11-21
81 F,73 F,79 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Fair,11,2020-11-21
81 F,73 F,79 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fair,11,2020-11-21
79 F,73 F,83 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fair,11,2020-11-21
79 F,75 F,89 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fair,11,2020-11-21
79 F,73 F,83 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fair,11,2020-11-21
79 F,73 F,83 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fair,11,2020-11-21
77 F,73 F,89 %,CALM,0 mph,0 mph,29.89 in,0.0 in,Fair,11,2020-11-21
77 F,73 F,89 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fair,11,2020-11-21
77 F,73 F,89 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fair,11,2020-11-21
81 F,70 F,70 %,NE,3 mph,0 mph,29.83 in,0.0 in,Fair,11,2020-11-21
91 F,66 F,43 %,E,10 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,11,2020-11-21
79 F,77 F,94 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fair,11,2020-11-21
90 F,72 F,55 %,NE,8 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,11,2020-11-21
90 F,75 F,62 %,ENE,5 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,11,2020-11-21
79 F,77 F,94 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fair,11,2020-11-21
79 F,77 F,94 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fair,11,2020-11-21
79 F,77 F,94 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fair,11,2020-11-21
79 F,77 F,94 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fair,11,2020-11-21
79 F,77 F,94 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fair,11,2020-11-21
77 F,75 F,94 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-21
77 F,75 F,94 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-21
77 F,75 F,94 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-21
77 F,75 F,94 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-21
79 F,77 F,94 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-21
77 F,75 F,94 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-21
75 F,73 F,94 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-21
77 F,75 F,94 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-21
81 F,77 F,89 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-21
82 F,77 F,84 %,NNE,3 mph,0 mph,29.89 in,0.0 in,Fog,11,2020-11-21
82 F,75 F,79 %,NNE,5 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,11,2020-11-21
84 F,75 F,74 %,NNE,6 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,11,2020-11-21
84 F,75 F,74 %,NNE,5 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,11,2020-11-21
88 F,75 F,66 %,NE,6 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,11,2020-11-21
77 F,75 F,94 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-21
90 F,75 F,62 %,NE,7 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,11,2020-11-21
75 F,73 F,94 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-22
75 F,70 F,83 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-22
77 F,72 F,83 %,VAR,2 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,11,2020-11-22
81 F,73 F,79 %,VAR,2 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,11,2020-11-22
88 F,75 F,66 %,NE,7 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,11,2020-11-22
84 F,75 F,74 %,VAR,3 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,11,2020-11-22
86 F,75 F,70 %,N,5 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,11,2020-11-22
88 F,75 F,66 %,NE,7 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,11,2020-11-22
73 F,72 F,94 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-22
82 F,73 F,74 %,VAR,2 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,11,2020-11-22
73 F,72 F,94 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-22
77 F,75 F,94 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fair,11,2020-11-22
75 F,73 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-22
75 F,73 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-22
75 F,73 F,94 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-22
75 F,73 F,94 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-22
75 F,73 F,94 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-22
75 F,73 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-22
77 F,73 F,89 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-22
75 F,73 F,94 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-22
75 F,73 F,94 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Fair,11,2020-11-22
77 F,73 F,89 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fair,11,2020-11-22
88 F,73 F,62 %,NE,7 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,11,2020-11-22
75 F,72 F,89 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-22
88 F,73 F,62 %,NE,7 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,11,2020-11-22
88 F,72 F,58 %,NNE,7 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,11,2020-11-22
81 F,75 F,84 %,NE,3 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,11,2020-11-22
81 F,75 F,84 %,NE,3 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-22
81 F,75 F,84 %,NE,3 mph,0 mph,29.89 in,0.0 in,Fog,11,2020-11-22
81 F,75 F,84 %,ENE,3 mph,0 mph,29.89 in,0.0 in,Fog,11,2020-11-22
81 F,75 F,84 %,NE,3 mph,0 mph,29.89 in,0.0 in,Fog,11,2020-11-22
81 F,75 F,84 %,NE,3 mph,0 mph,29.89 in,0.0 in,Fog,11,2020-11-22
81 F,75 F,84 %,NE,3 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,11,2020-11-22
81 F,75 F,84 %,VAR,2 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,11,2020-11-22
82 F,75 F,79 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fair,11,2020-11-22
88 F,72 F,58 %,NE,7 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,11,2020-11-22
82 F,73 F,74 %,NE,5 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,11,2020-11-22
82 F,73 F,74 %,NE,5 mph,0 mph,29.86 in,0.0 in,Haze,11,2020-11-22
84 F,73 F,70 %,NE,7 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-22
86 F,73 F,66 %,ENE,7 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-22
88 F,73 F,62 %,NE,7 mph,0 mph,29.80 in,0.0 in,Fair,11,2020-11-22
88 F,73 F,62 %,NE,9 mph,0 mph,29.80 in,0.0 in,Fair,11,2020-11-22
88 F,73 F,62 %,ENE,9 mph,0 mph,29.80 in,0.0 in,Fair,11,2020-11-22
90 F,73 F,59 %,E,9 mph,0 mph,29.80 in,0.0 in,Fair,11,2020-11-22
90 F,73 F,59 %,E,12 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-22
91 F,72 F,52 %,E,12 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-22
90 F,73 F,59 %,ENE,12 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,11,2020-11-22
82 F,73 F,74 %,NE,5 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,11,2020-11-22
86 F,79 F,79 %,NE,7 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-23
84 F,77 F,79 %,NE,5 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-23
86 F,77 F,74 %,ENE,12 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-23
88 F,77 F,70 %,NE,12 mph,0 mph,29.77 in,0.0 in,Haze,11,2020-11-23
91 F,75 F,59 %,NE,14 mph,0 mph,29.77 in,0.0 in,Haze,11,2020-11-23
88 F,75 F,66 %,E,16 mph,0 mph,29.77 in,0.0 in,Haze,11,2020-11-23
90 F,77 F,66 %,ENE,12 mph,0 mph,29.77 in,0.0 in,Haze,11,2020-11-23
90 F,77 F,66 %,NE,14 mph,0 mph,29.77 in,0.0 in,Haze,11,2020-11-23
82 F,77 F,84 %,NNE,7 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-23
88 F,75 F,66 %,ENE,12 mph,0 mph,29.77 in,0.0 in,Haze,11,2020-11-23
81 F,77 F,89 %,NNE,7 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-23
90 F,75 F,62 %,ENE,14 mph,0 mph,29.80 in,0.0 in,Haze,11,2020-11-23
81 F,77 F,89 %,NNE,6 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-23
81 F,77 F,89 %,ENE,5 mph,0 mph,29.86 in,0.0 in,Drizzle,11,2020-11-23
81 F,77 F,89 %,ENE,3 mph,0 mph,29.86 in,0.0 in,Light Drizzle,11,2020-11-23
81 F,79 F,94 %,E,3 mph,0 mph,29.83 in,0.0 in,Drizzle,11,2020-11-23
81 F,79 F,94 %,NNE,5 mph,0 mph,29.83 in,0.0 in,Light Drizzle,11,2020-11-23
81 F,79 F,94 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Light Drizzle,11,2020-11-23
81 F,79 F,94 %,NE,3 mph,0 mph,29.83 in,0.0 in,Rain,11,2020-11-23
79 F,77 F,94 %,ENE,7 mph,0 mph,29.80 in,0.0 in,Light Rain,11,2020-11-23
90 F,75 F,62 %,ENE,14 mph,0 mph,29.77 in,0.0 in,Haze,11,2020-11-23
91 F,75 F,59 %,E,17 mph,0 mph,29.83 in,0.0 in,Haze,11,2020-11-23
81 F,77 F,89 %,NNE,7 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-23
90 F,75 F,62 %,E,14 mph,0 mph,29.83 in,0.0 in,Haze,11,2020-11-23
90 F,75 F,62 %,ENE,12 mph,0 mph,29.86 in,0.0 in,Haze,11,2020-11-23
88 F,79 F,75 %,NE,7 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-23
81 F,75 F,84 %,NE,3 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-23
81 F,75 F,84 %,NNE,3 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-23
79 F,75 F,89 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-23
79 F,75 F,89 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-23
79 F,75 F,89 %,NNW,3 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-23
79 F,75 F,89 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-23
79 F,75 F,89 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-23
77 F,75 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-23
77 F,75 F,94 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-23
77 F,75 F,94 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-23
79 F,75 F,89 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-23
77 F,75 F,94 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-23
79 F,77 F,94 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-23
79 F,77 F,94 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-23
81 F,77 F,89 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-23
86 F,77 F,74 %,NNE,7 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-23
82 F,77 F,84 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fog,11,2020-11-23
82 F,79 F,89 %,N,7 mph,0 mph,29.89 in,0.0 in,Fog,11,2020-11-23
84 F,79 F,84 %,NNE,7 mph,0 mph,29.89 in,0.0 in,Fog,11,2020-11-23
86 F,79 F,79 %,NNE,7 mph,0 mph,29.89 in,0.0 in,Fog,11,2020-11-23
86 F,79 F,79 %,NE,7 mph,0 mph,29.89 in,0.0 in,Fog,11,2020-11-23
77 F,75 F,94 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-23
79 F,77 F,94 %,NNE,7 mph,0 mph,29.74 in,0.0 in,Drizzle,11,2020-11-24
79 F,77 F,94 %,NE,7 mph,0 mph,29.74 in,0.0 in,Light Rain with Thunder,11,2020-11-24
77 F,75 F,94 %,NE,5 mph,0 mph,29.71 in,0.0 in,T-Storm,11,2020-11-24
82 F,79 F,89 %,NNE,7 mph,0 mph,29.71 in,0.0 in,Light Drizzle,11,2020-11-24
79 F,79 F,100 %,NE,12 mph,0 mph,29.71 in,0.0 in,Heavy T-Storm,11,2020-11-24
81 F,79 F,94 %,NNE,9 mph,0 mph,29.71 in,0.0 in,Light Drizzle,11,2020-11-24
81 F,77 F,89 %,NE,14 mph,0 mph,29.71 in,0.0 in,Light Rain,11,2020-11-24
79 F,79 F,100 %,NNE,5 mph,0 mph,29.74 in,0.0 in,Light Rain,11,2020-11-24
77 F,75 F,94 %,NE,12 mph,0 mph,29.74 in,0.0 in,Heavy T-Storm,11,2020-11-24
79 F,79 F,100 %,NNE,8 mph,0 mph,29.77 in,0.0 in,Light Rain,11,2020-11-24
79 F,79 F,100 %,N,12 mph,0 mph,29.74 in,0.0 in,Light Rain with Thunder,11,2020-11-24
79 F,77 F,94 %,N,5 mph,0 mph,29.77 in,0.0 in,Light Drizzle,11,2020-11-24
79 F,79 F,100 %,NE,7 mph,0 mph,29.77 in,0.0 in,Light Rain with Thunder,11,2020-11-24
79 F,77 F,94 %,NE,7 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-24
81 F,79 F,94 %,NNE,7 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-24
81 F,79 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Light Drizzle,11,2020-11-24
81 F,79 F,94 %,N,5 mph,0 mph,29.77 in,0.0 in,Drizzle,11,2020-11-24
79 F,79 F,100 %,NE,12 mph,0 mph,29.77 in,0.0 in,Light Rain with Thunder,11,2020-11-24
79 F,79 F,100 %,NE,12 mph,0 mph,29.74 in,0.0 in,Drizzle,11,2020-11-24
82 F,77 F,84 %,NNE,7 mph,0 mph,29.74 in,0.0 in,Light Drizzle,11,2020-11-24
79 F,77 F,94 %,NNE,6 mph,0 mph,29.77 in,0.0 in,Light Drizzle,11,2020-11-24
82 F,77 F,84 %,N,8 mph,0 mph,29.74 in,0.0 in,Light Drizzle,11,2020-11-24
79 F,79 F,100 %,ENE,12 mph,23 mph,29.77 in,0.0 in,T-Storm,11,2020-11-24
81 F,77 F,89 %,NNE,5 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-24
79 F,79 F,100 %,NNE,7 mph,0 mph,29.80 in,0.0 in,Drizzle,11,2020-11-24
81 F,77 F,89 %,NNE,7 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-24
81 F,79 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Light Drizzle,11,2020-11-24
81 F,79 F,94 %,ENE,6 mph,0 mph,29.80 in,0.0 in,Light Drizzle,11,2020-11-24
81 F,79 F,94 %,ENE,3 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-24
81 F,79 F,94 %,E,7 mph,0 mph,29.77 in,0.0 in,Rain,11,2020-11-24
79 F,77 F,94 %,E,7 mph,0 mph,29.74 in,0.0 in,Rain,11,2020-11-24
79 F,77 F,94 %,NNE,7 mph,0 mph,29.74 in,0.0 in,Light Rain with Thunder,11,2020-11-24
79 F,77 F,94 %,NNE,7 mph,0 mph,29.74 in,0.0 in,Light Rain with Thunder,11,2020-11-24
79 F,77 F,94 %,NNE,7 mph,0 mph,29.74 in,0.0 in,T-Storm,11,2020-11-24
79 F,79 F,100 %,NNE,12 mph,0 mph,29.77 in,0.0 in,Light Rain with Thunder,11,2020-11-24
81 F,77 F,89 %,ENE,5 mph,0 mph,29.77 in,0.0 in,Fog,11,2020-11-24
79 F,79 F,100 %,NNE,6 mph,0 mph,29.77 in,0.0 in,Light Rain with Thunder,11,2020-11-24
79 F,79 F,100 %,N,7 mph,0 mph,29.77 in,0.0 in,Light Rain with Thunder,11,2020-11-24
79 F,77 F,94 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fog,11,2020-11-24
79 F,77 F,94 %,NNE,12 mph,0 mph,29.83 in,0.0 in,Rain,11,2020-11-24
79 F,77 F,94 %,NNE,3 mph,0 mph,29.83 in,0.0 in,Fog,11,2020-11-24
79 F,77 F,94 %,NE,12 mph,0 mph,29.86 in,0.0 in,Light Rain,11,2020-11-24
79 F,77 F,94 %,NNE,5 mph,0 mph,29.83 in,0.0 in,Light Rain,11,2020-11-24
